Title,Authors,URL,Models,accuracy,precision,recall,f1,rmse,mse,bleu,auc,rouge
An Emotion-based {K}orean Multimodal Empathetic Dialogue System,"Jung, Minyoung  and
Lim, Yeongbeom  and
Kim, San  and
Jang, Jin Yea  and
Shin, Saim  and
Lee, Ki-Hoon",https://aclanthology.org/2022.cai-1.3,"BERT, transformer, transformers",,,,,,,,,
Building a Dialogue Corpus Annotated with Expressed and Experienced Emotions,"Ide, Tatsuya  and
Kawahara, Daisuke",https://aclanthology.org/2022.acl-srw.3,"BERT, Transformer, transformers",,,,,,,,,
{MISC}: A Mixed Strategy-Aware Model integrating {COMET} for Emotional Support Conversation,"Tu, Quan  and
Li, Yanran  and
Cui, Jianwei  and
Wang, Bin  and
Wen, Ji-Rong  and
Yan, Rui",https://aclanthology.org/2022.acl-long.25,"Transformer, transformers",,,,,,,,,
{M}3{ED}: Multi-modal Multi-scene Multi-label Emotional Dialogue Database,"Zhao, Jinming  and
Zhang, Tenggan  and
Hu, Jingwen  and
Liu, Yuchen  and
Jin, Qin  and
Wang, Xinchao  and
Li, Haizhou",https://aclanthology.org/2022.acl-long.391,"Transformer, LSTM, GRUs, RNN, RoBERTa, XLNet",,,,,,,,,
Emotional Intensity Estimation based on Writer{'}s Personality,"Suzuki, Haruya  and
Tarumoto, Sora  and
Kajiwara, Tomoyuki  and
Ninomiya, Takashi  and
Nakashima, Yuta  and
Nagahara, Hajime",https://aclanthology.org/2022.aacl-srw.1,"BERT, Transformers",,,,,,,,,
{E}mo{N}o{B}a: A Dataset for Analyzing Fine-Grained Emotions on Noisy {B}angla Texts,"Islam, Khondoker Ittehadul  and
Yuvraz, Tanvir  and
Islam, Md Saiful  and
Hassan, Enamul",https://aclanthology.org/2022.aacl-short.17,"transformer, SVM, Transformers, LSTM, BERT, BERT;, transformer-",,,,,,,,,
{S}+{PAGE}: A Speaker and Position-Aware Graph Neural Network Model for Emotion Recognition in Conversation,"Liang, Chen  and
Xu, Jing  and
Lin, Yangkun  and
Yang, Chong  and
Wang, Yongliang",https://aclanthology.org/2022.aacl-main.12,"Transformer, xlnet, GPT, transformers, RNN)-based, Transformer.(b, CNN, Transformer-, RNN, RoBERTa, BERT, CNN+cLSTM, GRU",,,,,,,,,
Prediction of People{'}s Emotional Response towards Multi-modal News,"Gao, Ge  and
Paik, Sejin  and
Reardon, Carley  and
Zhao, Yanling  and
Guo, Lei  and
Ishwar, Prakash  and
Betke, Margrit  and
Wijaya, Derry Tanti",https://aclanthology.org/2022.aacl-main.29,"Transformers, Transformer, LSTM, RoBERTa, BERT",,,,,,,,,
Meta-Learning based Deferred Optimisation for Sentiment and Emotion aware Multi-modal Dialogue Act Classification,"Saha, Tulika  and
Patra, Aditya Prakash  and
Saha, Sriparna  and
Bhattacharyya, Pushpak",https://aclanthology.org/2022.aacl-main.71,"transformer, ensemble, LSTM, LSTMs, Bert, rnn",,,,,,,,,
Hell Hath No Fury? Correcting Bias in the {NRC} Emotion Lexicon,"Zad, Samira  and
Jimenez, Joshuan  and
Finlayson, Mark",https://aclanthology.org/2021.woah-1.11,,,,,,,,,,
"Emotion Ratings: How Intensity, Annotation Confidence and Agreements are Entangled","Troiano, Enrica  and
Pad{\'o}, Sebastian  and
Klinger, Roman",https://aclanthology.org/2021.wassa-1.5,"BERT, transformer, transformers",,,,0.88,,,,,
Universal Joy A Data Set and Results for Classifying Emotions Across Languages,"Lamprinidis, Sotiris  and
Bianchi, Federico  and
Hardt, Daniel  and
Hovy, Dirk",https://aclanthology.org/2021.wassa-1.7,"BERT, Transformers, RNNs",,,,0.53,,,,,
{FEEL}-{IT}: Emotion and Sentiment Classification for the {I}talian Language,"Bianchi, Federico  and
Nozza, Debora  and
Hovy, Dirk",https://aclanthology.org/2021.wassa-1.8,"BERT, transformers",,0.6,,,,,,,
An End-to-End Network for Emotion-Cause Pair Extraction,"Singh, Aaditya  and
Hingane, Shreeshail  and
Wani, Saim  and
Modi, Ashutosh",https://aclanthology.org/2021.wassa-1.9,"ensemble, Transformer, transformers, BERT, rnn",,,,,,,,,
{WASSA} 2021 Shared Task: Predicting Empathy and Emotion in Reaction to News Stories,"Tafreshi, Shabnam  and
De Clercq, Orphee  and
Barriere, Valentin  and
Buechel, Sven  and
Sedoc, Jo{\~a}o  and
Balahur, Alexandra",https://aclanthology.org/2021.wassa-1.10,"transformer, Ensemble, transformers, ensembles, CNN, RNN, RoBERTa, BERT",,,,,,,,,
"{PVG} at {WASSA} 2021: A Multi-Input, Multi-Task, Transformer-Based Architecture for Empathy and Distress Prediction","Kulkarni, Atharva  and
Somwase, Sunanda  and
Rajput, Shivam  and
Marathe, Manisha",https://aclanthology.org/2021.wassa-1.11,"bert, Transformer, RoBERTa",,,,,,,,,
{WASSA}@{IITK} at {WASSA} 2021: Multi-task Learning and Transformer Finetuning for Emotion Classification and Empathy Prediction,"Mundra, Jay  and
Gupta, Rohan  and
Mukherjee, Sagnik",https://aclanthology.org/2021.wassa-1.12,"Ensemble, Transformer, ensembles, transformers, RoBERTa, BERT",,,,0.5528,,,,,
Exploring Stylometric and Emotion-Based Features for Multilingual Cross-Domain Hate Speech Detection,"Markov, Ilia  and
Ljube{\v{s}}i{\'c}, Nikola  and
Fi{\v{s}}er, Darja  and
Daelemans, Walter",https://aclanthology.org/2021.wassa-1.16,"SVM, ensemble, LSTM, transformers, CNN, BERT",,,,,,,,,
"Emotion-Aware, Emotion-Agnostic, or Automatic: Corpus Creation Strategies to Obtain Cognitive Event Appraisal Annotations","Hofmann, Jan  and
Troiano, Enrica  and
Klinger, Roman",https://aclanthology.org/2021.wassa-1.17,"transformer, ensemble, CNN-, CNN, RoBERTa, bert",,,,,,,,,
Towards Emotion Recognition in {H}indi-{E}nglish Code-Mixed Data: A Transformer Based Approach,"Wadhawan, Anshul  and
Aggarwal, Akshita",https://aclanthology.org/2021.wassa-1.21,"SVM, Transformer, LSTM, Transformers, RNNs, CNN, LSTMs, RNN, CNNs, RoBERTa, BERT",,,,,,,,,
Nearest neighbour approaches for Emotion Detection in Tweets,"Kaminska, Olha  and
Cornelis, Chris  and
Hoste, Veronique",https://aclanthology.org/2021.wassa-1.22,"kNN, roBERTa-, Transformers, ensemble, LSTM, Transformer, BERT-, ensembles, XGBoost, CNN, RoBERTa, BERT, GRU",,,,,,,,,
Multi-Emotion Classification for Song Lyrics,"Edmonds, Darren  and
Sedoc, Jo{\~a}o",https://aclanthology.org/2021.wassa-1.24,"transformer, SVM, transformers, LSTMs, CNNs, lstm, BERT",,,,,,,,,
"Me, myself, and ire: Effects of automatic transcription quality on emotion, sarcasm, and personality detection","Culnan, John  and
Park, Seongjin  and
Krishnaswamy, Meghavarshini  and
Sharp, Rebecca",https://aclanthology.org/2021.wassa-1.26,"transformer, LSTM, SVMs, transformers, CNN, RNN, BERT",,,,,,,,,
Emotional {R}ob{BERT} and Insensitive {BERT}je: Combining Transformers and Affect Lexica for {D}utch Emotion Detection,"De Bruyne, Luna  and
De Clercq, Orphee  and
Hoste, Veronique",https://aclanthology.org/2021.wassa-1.27,"transformer, Transformers, SVM, RoBERTa, BERT",,,,,,,,,
"{E}mp{N}a at {WASSA} 2021: A Lightweight Model for the Prediction of Empathy, Distress and Emotions from Reactions to News Stories","Vettigli, Giuseppe  and
Sorgente, Antonio",https://aclanthology.org/2021.wassa-1.28,"CNN, ensemble, LSTM",,,,0.553,,,,,
Team Phoenix at {WASSA} 2021: Emotion Analysis on News Stories with Pre-Trained Language Models,"Butala, Yash  and
Singh, Kanishk  and
Kumar, Adarsh  and
Shrivastava, Shrey",https://aclanthology.org/2021.wassa-1.30,"SVM, Transformer, ensemble, GPT, transformers, RoBERTa, BERT, XLNet, BERT-ﬁne",0.594,0.55,0.483,0.502,,,,,
Classifying Emotional Utterances by Employing Multi-modal Speech Emotion Recognition,"Das, Dipankar",https://aclanthology.org/2021.smp-1.1,"SVM, ensemble, LSTM, RNNs, CNN, RNN, GRUs",,,,,,,,,
A Study on Using Transfer Learning to Improve {BERT} Model for Emotional Classification of {C}hinese Lyrics,"Liao, Jia-Yi  and
Lin, Ya-Hsuan  and
Lin, Kuan-Cheng  and
Chang, Jia-Wei",https://aclanthology.org/2021.rocling-1.2,,,,,,,,,,
Speech Emotion Recognition Based on {CNN}+{LSTM} Model,"Mou, Wei  and
Shen, Pei-Hsuan  and
Chu, Chu-Yun  and
Chiu, Yu-Cheng  and
Yang, Tsung-Hsien  and
Su, Ming-Hsiang",https://aclanthology.org/2021.rocling-1.6,"SVM, LSTM, CNN, RNN, CNN+LSTM, LSTM)進行情緒特徵之分類",,,,,,,,,
{E}mo{P}ars: A Collection of 30{K} Emotion-Annotated {P}ersian Social Media Texts,"Sabri, Nazanin  and
Akhavan, Reyhane  and
Bahrak, Behnam",https://aclanthology.org/2021.ranlp-srw.23,"transformer, ensemble, transformers, CNN, Lightgbm, BERT",,,,0.57,,,,,
Probabilistic Ensembles of Zero- and Few-Shot Learning Models for Emotion Classification,"Basile, Angelo  and
P{\'e}rez-Torr{\'o}, Guillermo  and
Franco-Salvador, Marc",https://aclanthology.org/2021.ranlp-1.16,"SVM, ensemble, SVM).4, transformers, Ensembles, RoBERTa, BERT",,,,,,,,,
{RED}: A Novel Dataset for {R}omanian Emotion Detection from Tweets,"Ciobotaru, Alexandra  and
Dinu, Liviu P.",https://aclanthology.org/2021.ranlp-1.34,"Transformers, ensemble, LSTM, BERT-, SVM, Transformer, CNN, BERT",,,,,,,,,
Exploring Reliability of Gold Labels for Emotion Detection in {T}witter,"Stajner, Sanja",https://aclanthology.org/2021.ranlp-1.151,,,,,,,,,,
Empathy and Hope: Resource Transfer to Model Inter-country Social Media Dynamics,"Yoo, Clay H.  and
Palakodety, Shriphani  and
Sarkar, Rupak  and
KhudaBukhsh, Ashiqur",https://aclanthology.org/2021.nlp4posimpact-1.14,"BERT, SVM, CNN, transformers",,,,,,,,,
Multi-Task Learning of Generation and Classification for Emotion-Aware Dialogue Response Generation,"Ide, Tatsuya  and
Kawahara, Daisuke",https://aclanthology.org/2021.naacl-srw.15,"transformer, BERT, GPT",,,,,,,,,
Emotion Classification in a Resource Constrained Language Using Transformer-based Approach,"Das, Avishek  and
Sharif, Omar  and
Hoque, Mohammed Moshiul  and
Sarker, Iqbal H.",https://aclanthology.org/2021.naacl-srw.19,"Roberta, KNN, SVM, Transformer, LSTM, Transformers, ensemble, lstms, CNN, RNN, bert-, BERT, CNN+BiLSTM",,,,,,,,,
{WRIME}: A New Dataset for Emotional Intensity Estimation with Subjective and Objective Annotations,"Kajiwara, Tomoyuki  and
Chu, Chenhui  and
Takemura, Noriko  and
Nakashima, Yuta  and
Nagahara, Hajime",https://aclanthology.org/2021.naacl-main.169,"BERT, transformers",,,,,,,,,
{MUSER}: {MU}ltimodal Stress detection using Emotion Recognition as an Auxiliary Task,"Yao, Yiqun  and
Papakostas, Michalis  and
Burzo, Mihai  and
Abouelenien, Mohamed  and
Mihalcea, Rada",https://aclanthology.org/2021.naacl-main.216,"transformer, Transformers, BERT, GRU",,,,,,,,,
Emotion-Infused Models for Explainable Psychological Stress Detection,"Turcan, Elsbeth  and
Muresan, Smaranda  and
McKeown, Kathleen",https://aclanthology.org/2021.naacl-main.230,"transformer, ensemble, LSTM, BERT-, transformers, RNN, BERT, GRU",,,,,,,,,
{S}eq2{E}mo: A Sequence to Multi-Label Emotion Classification Model,"Huang, Chenyang  and
Trabelsi, Amine  and
Qin, Xuebin  and
Farruque, Nawshad  and
Mou, Lili  and
Za{\""\i}ane, Osmar",https://aclanthology.org/2021.naacl-main.375,"SVM, Transformer, LSTM, LSTM-, transformers, LSTMs, RNNs, BERT",,,,,,,,,
Multimodal End-to-End Sparse Model for Emotion Recognition,"Dai, Wenliang  and
Cahyawijaya, Samuel  and
Liu, Zihan  and
Fung, Pascale",https://aclanthology.org/2021.naacl-main.417,"Transformer, LSTM, transformers, CNN, Bert",0.85,,,,,,,,
Towards Sentiment and Emotion aided Multi-modal Speech Act Classification in {T}witter,"Saha, Tulika  and
Upadhyaya, Apoorva  and
Saha, Sriparna  and
Bhattacharyya, Pushpak",https://aclanthology.org/2021.naacl-main.456,"SVM, Transformer, LSTM, transformers, CNN, LSTMs, BERT, Bert-, rnn",,,,,,,,,
An Emotional Comfort Framework for Improving User Satisfaction in {E}-Commerce Customer Service Chatbots,"Song, Shuangyong  and
Wang, Chao  and
Chen, Haiqing  and
Chen, Huan",https://aclanthology.org/2021.naacl-industry.17,"ensemble, LSTM, CNN-, CNN, RNN",,,,,,,,,
Multilingual and Multilabel Emotion Recognition using Virtual Adversarial Training,"Gupta, Vikram",https://aclanthology.org/2021.mrl-1.7,"SVM, Transformer, LSTM, transformers, RNNs, BERT, Roberta, GRU",,,,0.0,,,,,
Meta-learning for Classifying Previously Unseen Data Source into Previously Unseen Emotional Categories,"Guibon, Ga{\""e}l  and
Labeau, Matthieu  and
Flamein, H{\'e}l{\`e}ne  and
Lefeuvre, Luce  and
Clavel, Chlo{\'e}",https://aclanthology.org/2021.metanlp-1.9,"Transformers, Transformer, CNN, lstm, RoBERTa, BERT, XLNet",,,,,,,,,
{COIN}: Conversational Interactive Networks for Emotion Recognition in Conversation,"Zhang, Haidong  and
Chai, Yekun",https://aclanthology.org/2021.maiworkshop-1.3,"LSTM, RNNs, LSTM+Att, CNN, RNN, CNNs, CNN-3D, GRUs, GRU",,,,,,,,,
Emotion Classification in {G}erman Plays with Transformer-based Language Models Pretrained on Historical and Contemporary Language,"Schmidt, Thomas  and
Dennerlein, Katrin  and
Wolff, Christian",https://aclanthology.org/2021.latechclfl-1.8,"Transformers, Transformer, BERT-, svm, RoBERTa, BERT, XLNet, transformer-",,,,,,,,,
M{\'e}ta-apprentissage : classification de messages en cat{\'e}gories {\'e}motionnelles inconnues en entra{\^\i}nement (Meta-learning : Classifying Messages into Unseen Emotional Categories),"Guibon, Ga{\""e}l  and
Labeau, Matthieu  and
Flamein, H{\'e}l{\`e}ne  and
Lefeuvre, Luce  and
Clavel, Chlo{\'e}",https://aclanthology.org/2021.jeptalnrecital-taln.19,"KNN, ensemble, Transformer, transformers, CNN, BERT",,,,,,,,1.0,
{SEPRG}: Sentiment aware Emotion controlled Personalized Response Generation,"Firdaus, Mauajama  and
Jain, Umang  and
Ekbal, Asif  and
Bhattacharyya, Pushpak",https://aclanthology.org/2021.inlg-1.39,"Transformer, transformers, RNN, BERT, GRU",,,,,,,,,
Retrofitting of Pre-trained Emotion Words with {VAD}-dimensions and the {P}lutchik Emotions,"Kulkarni, Manasi  and
Bhattacharyya, Pushpak",https://aclanthology.org/2021.icon-main.64,"CNN, LSTM",,,,,,,,,
{H}is{N}et: A Polarity Lexicon based on {W}ord{N}et for Emotion Analysis,"{\""O}z{\c{c}}elik, Merve  and
Ar{\i}can, Bilge Nas  and
Bakay, {\""O}zge  and
Sarm{\i}{\c{s}}, Elif  and
Ergelen, {\""O}zlem  and
Bayezit, Nilg{\""u}n G{\""u}ler  and
Y{\i}ld{\i}z, Olcay Taner",https://aclanthology.org/2021.gwc-1.18,,,,,,,4.0,,,
Bidirectional Hierarchical Attention Networks based on Document-level Context for Emotion Cause Extraction,"Hu, Guimin  and
Lu, Guangming  and
Zhao, Yi",https://aclanthology.org/2021.findings-emnlp.51,"Transformers, SVM, Transformer, BERT-, cnns, LSTM, CNN, BERT, rnn",,,,,,,,,
Improving Empathetic Response Generation by Recognizing Emotion Cause in Conversations,"Gao, Jun  and
Liu, Yuhan  and
Deng, Haolin  and
Wang, Wei  and
Cao, Yu  and
Du, Jiachen  and
Xu, Ruifeng",https://aclanthology.org/2021.findings-emnlp.70,"bert, Transformer",,,,,,,,,
"Past, Present, and Future: Conversational Emotion Recognition through Structural Modeling of Psychological Knowledge","Li, Jiangnan  and
Lin, Zheng  and
Fu, Peng  and
Wang, Weiping",https://aclanthology.org/2021.findings-emnlp.104,"transformer, GPT, transformers, GRUs, CNN, RNN, RoBERTa(w1, RoBERTa-, RoBERTa, BERT, XLNet",,,,,,,,,
Uncovering the Limits of Text-based Emotion Detection,"Alvarez-Gonzalez, Nurudin  and
Kaltenbrunner, Andreas  and
G{\'o}mez, Vicen{\c{c}}",https://aclanthology.org/2021.findings-emnlp.219,"transformer, LSTM, RNN-, transformers, LSTMs, BERT",,,,,,,,,
{D}ialogue{TRM}: Exploring Multi-Modal Emotional Dynamics in a Conversation,"Mao, Yuzhao  and
Liu, Guang  and
Wang, Xiaojie  and
Gao, Weiguo  and
Li, Xuan",https://aclanthology.org/2021.findings-emnlp.229,"Transformer(Mi, Transformers, Transformer, LSTM, Transformer(F(a, Transformer(F(v, CNN, RNN, RoBERTa, GRUs, BERT, Transformer(F(u",,,,,,,,,
Knowledge-Interactive Network with Sentiment Polarity Intensity-Aware Multi-Task Learning for Emotion Recognition in Conversations,"Xie, Yunhe  and
Yang, Kailai  and
Sun, Chengjie  and
Liu, Bingquan  and
Ji, Zhenzhou",https://aclanthology.org/2021.findings-emnlp.245,"Ensemble, Transformer, RNN-, transformers, RNN)-based, GRUs, RNNs, BERT, XLNet, rnn, transformer-",,,,,,,,,
A Discourse-Aware Graph Neural Network for Emotion Recognition in Multi-Party Conversation,"Sun, Yang  and
Yu, Nan  and
Fu, Guohong",https://aclanthology.org/2021.findings-emnlp.252,"Transformer, LSTM, LSTM-, transformers, GRUs, CNN, RNNs, BERT, XLNet, rnn, GRU",,,,,,,,,
Constructing Emotional Consensus and Utilizing Unpaired Data for Empathetic Dialogue Generation,"Shen, Lei  and
Zhang, Jinchao  and
Ou, Jiao  and
Zhao, Xiaofang  and
Zhou, Jie",https://aclanthology.org/2021.findings-emnlp.268,"BERT, transformer, transformers",,,,,,,,,
Distilling Knowledge for Empathy Detection,"Hosseini, Mahshid  and
Caragea, Cornelia",https://aclanthology.org/2021.findings-emnlp.314,"ensemble, LSTM, transformers, CNN, RoBERTa, BERT",,,,,,,,,
{NICE}: Neural Image Commenting with Empathy,"Chen, Kezhen  and
Huang, Qiuyuan  and
McDuff, Daniel  and
Gao, Xiang  and
Palangi, Hamid  and
Wang, Jianfeng  and
Forbus, Kenneth  and
Gao, Jianfeng",https://aclanthology.org/2021.findings-emnlp.380,"Transformer, LSTM, transformers, GPT-, CNN, Xlnet, LSTMs, CNNs, Bert, GPT-2, rnn, Roberta",,,,,,,,,
Perspective-taking and Pragmatics for Generating Empathetic Responses Focused on Emotion Causes,"Kim, Hyunwoo  and
Kim, Byeongchang  and
Kim, Gunhee",https://aclanthology.org/2021.emnlp-main.170,"BERT, Transformers, Transformer, RoBERTa",,,,,,,,,
Emotion Inference in Multi-Turn Conversations with Addressee-Aware Module and Ensemble Strategy,"Li, Dayu  and
Zhu, Xiaodan  and
Li, Yang  and
Wang, Suge  and
Li, Deyu  and
Liao, Jian  and
Zheng, Jianxing",https://aclanthology.org/2021.emnlp-main.320,"Ensemble, transformer, LSTM, CNN, RNN, RoBERTa(U1, RoBERTa, BERT, GRU",,,,,,,,,
Dimensional Emotion Detection from Categorical Emotion,"Park, Sungjoon  and
Kim, Jiseon  and
Ye, Seonghyeon  and
Jeon, Jaeyeol  and
Park, Hee Young  and
Oh, Alice",https://aclanthology.org/2021.emnlp-main.358,"Ensemble, Transformers, LSTM, CNN, RoBERTa-, RoBERTa, BERT, rnns",,,,,,3.3,,,
Few-Shot Emotion Recognition in Conversation with Sequential Prototypical Networks,"Guibon, Ga{\""e}l  and
Labeau, Matthieu  and
Flamein, H{\'e}l{\`e}ne  and
Lefeuvre, Luce  and
Clavel, Chlo{\'e}",https://aclanthology.org/2021.emnlp-main.549,"transformer, Transformers, LSTM, CNN, RNN, BERT, CNN+cLSTM, GRU",,,,,,,,,
Towards Label-Agnostic Emotion Embeddings,"Buechel, Sven  and
Modersohn, Luise  and
Hahn, Udo",https://aclanthology.org/2021.emnlp-main.728,"transformer, transformers, BERT+PPH, BERT, transformer-",,,,,,,,,
Guilt by Association: Emotion Intensities in Lexical Representations,"Raji, Shahab  and
de Melo, Gerard",https://aclanthology.org/2021.emnlp-main.781,"BERT, BERT-, transformers",,,,,,,,,
{S}pan{E}mo: Casting Multi-label Emotion Classification as Span-prediction,"Alhuzali, Hassan  and
Ananiadou, Sophia",https://aclanthology.org/2021.eacl-main.135,"transformer, ensemble, transformers, RNN, lstm, BERT, rnns, bert-, cnn",,,,0.72,,,,,
"Us vs. Them: A Dataset of Populist Attitudes, News Bias and Emotions","Huguet Cabot, Pere-Llu{\'\i}s  and
Abadi, David  and
Fischer, Agneta  and
Shutova, Ekaterina",https://aclanthology.org/2021.eacl-main.165,"transformer, SVM, LSTM, transformers, RNN, RoBERTa, BERT",0.705,,,,,3.0,,,
{PHASE}: Learning Emotional Phase-aware Representations for Suicide Ideation Detection on Social Media,"Sawhney, Ramit  and
Joshi, Harshit  and
Flek, Lucie  and
Shah, Rajiv Ratn",https://aclanthology.org/2021.eacl-main.205,"Transformer, LSTM, transformers, CNN, RNN, LSTMs, CNNs, BERT, LSTM+PAC",,,,,,,,,
Modelling Context Emotions using Multi-task Learning for Emotion Controlled Dialog Generation,"Varshney, Deeksha  and
Ekbal, Asif  and
Bhattacharyya, Pushpak",https://aclanthology.org/2021.eacl-main.255,"transformer, GPT, RNN, RNNs, GRU",,,,0.14,,,,,
{E}mpath{BERT}: A {BERT}-based Framework for Demographic-aware Empathy Prediction,"Guda, Bhanu Prakash Reddy  and
Garimella, Aparna  and
Chhaya, Niyati",https://aclanthology.org/2021.eacl-main.268,"Transformer, transformers, CNN, BERT, GPT-2",,,,,,,,,
Enhancing Cognitive Models of Emotions with Representation Learning,"Guo, Yuting  and
Choi, Jinho D.",https://aclanthology.org/2021.cmcl-1.18,"Transformers, BERT-, RoBERTa, BERT, XLNet",,,,,,,,,
Demonstrating the Reliability of Self-Annotated Emotion Data,"Malko, Anton  and
Paris, Cecile  and
Duenser, Andreas  and
Kangas, Maria  and
Molla, Diego  and
Sparks, Ross  and
Wan, Stephen",https://aclanthology.org/2021.clpsych-1.5,"BERT, transformers",,,0.62,,,,,,
Towards Low-Resource Real-Time Assessment of Empathy in Counselling,"Wu, Zixiu  and
Helaoui, Rim  and
Reforgiato Recupero, Diego  and
Riboni, Daniele",https://aclanthology.org/2021.clpsych-1.22,"BERT, transformers, LSTMs",,,,,,,,,
{U}yghur Metaphor Detection Via Considering Emotional Consistency,"Qimeng, Yang  and
Long, Yu  and
Shengwei, Tian  and
Jinmiao, Song",https://aclanthology.org/2021.ccl-1.80,"CNN, ensemble, LSTM",,,,,,,,,
Emotion Classification of {COVID}-19 {C}hinese Microblogs based on the Emotion Category Description,"Xianwei, Guo  and
Hua, Lai  and
Yan, Xiang  and
Zhengtao, Yu  and
Yuxin, Huang",https://aclanthology.org/2021.ccl-1.82,"Transformers, Transformer, LSTM, SVM, BERT-, CNN, RNN, LSTMs, CNNs, RNNs, BERT, GRU",,,,,,,,,
Multi-level Emotion Cause Analysis by Multi-head Attention Based Multi-task Learning,"Xiangju, Li  and
Shi, Feng  and
Yifei, Zhang  and
Daling, Wang",https://aclanthology.org/2021.ccl-1.83,"SVM, Transformer, GRU(wij, GRU(si1, RNNs, GRU(sij, SVMs, LSTM, GRU(sini, transformers, GRU(ui, RNN, GRUs, BERT, SVM(n, GRU",,,,0.714,,,,,
Personal Bias in Prediction of Emotions Elicited by Textual Opinions,"Milkowski, Piotr  and
Gruza, Marcin  and
Kanclerz, Kamil  and
Kazienko, Przemyslaw  and
Grimling, Damian  and
Kocon, Jan",https://aclanthology.org/2021.acl-srw.26,"transformer, LSTM, Ensembles, RoBERTa, BERT, transformer-",,,,,,,,,
e{MLM}: A New Pre-training Objective for Emotion Related Tasks,"Sosea, Tiberiu  and
Caragea, Cornelia",https://aclanthology.org/2021.acl-short.38,"transformer, Transformers, RNN, BERT, Roberta",,,,,,,,,
Directed Acyclic Graph Network for Conversational Emotion Recognition,"Shen, Weizhou  and
Wu, Siyue  and
Yang, Yunyi  and
Quan, Xiaojun",https://aclanthology.org/2021.acl-long.123,"Transformers, Transformer, LSTM, RNNs, RNN, RoBERTa, GRUs, BERT, RNN(Shuai, XLNet, GRU",,,,,,,,,
Topic-Driven and Knowledge-Aware Transformer for Dialogue Emotion Detection,"Zhu, Lixing  and
Pergola, Gabriele  and
Gui, Lin  and
Zhou, Deyu  and
He, Yulan",https://aclanthology.org/2021.acl-long.125,"Transformers, Transformer, LSTM, RNN, RoBERTa, GRUs, BERT, transformer-, GPT-2, bert-, GRU",,,,0.5,,,,,
Distributed Representations of Emotion Categories in Emotion Space,"Wang, Xiangyu  and
Zong, Chengqing",https://aclanthology.org/2021.acl-long.184,"BERT, transformers",,,,,,,,,
Missing Modality Imagination Network for Emotion Recognition with Uncertain Missing Modalities,"Zhao, Jinming  and
Li, Ruichen  and
Jin, Qin",https://aclanthology.org/2021.acl-long.203,"transformer, Bert+Denseface, LSTM, transformers, BERT, transformer-",,,,0.3285,,,,,
Position Bias Mitigation: A Knowledge-Aware Graph Model for Emotion Cause Extraction,"Yan, Hanqi  and
Gui, Lin  and
Pergola, Gabriele  and
He, Yulan",https://aclanthology.org/2021.acl-long.261,"SVM, Transformer, LSTM, ensemble, RNN-, svms, CNN, RNN, Transformer(Ci, bert",,,,,,,,,
Towards Emotional Support Dialog Systems,"Liu, Siyang  and
Zheng, Chujie  and
Demasi, Orianna  and
Sabour, Sahand  and
Li, Yu  and
Yu, Zhou  and
Jiang, Yong  and
Huang, Minlie",https://aclanthology.org/2021.acl-long.269,"transformer, GPT-2, transformers",,,,,,,,,
Supporting Cognitive and Emotional Empathic Writing of Students,"Wambsganss, Thiemo  and
Niklaus, Christina  and
S{\""o}llner, Matthias  and
Handschuh, Siegfried  and
Leimeister, Jan Marco",https://aclanthology.org/2021.acl-long.314,"BERT, Transformers, CNN, LSTM",,,,,,,,,
{MMGCN}: Multimodal Fusion via Deep Graph Convolution Network for Emotion Recognition in Conversation,"Hu, Jingwen  and
Liu, Yuchen  and
Zhao, Jinming  and
Jin, Qin",https://aclanthology.org/2021.acl-long.440,"transformer, cnns, LSTM, LSTM(ut, LSTM-, GRUs, rnn, GRU",,,,,,,,,
{D}ialogue{CRN}: Contextual Reasoning Networks for Emotion Recognition in Conversations,"Hu, Dou  and
Wei, Lingwei  and
Huai, Xiaoyong",https://aclanthology.org/2021.acl-long.547,"lstms, transformer, LSTM, LSTM+Att, CNN, RNN, CNNs, GRUs, LSTM(q(t−1, GRU",,,,0.1522,,,,,
Empathy-driven {A}rabic Conversational Chatbot,"Naous, Tarek  and
Hokayem, Christian  and
Hajj, Hazem",https://aclanthology.org/2020.wanlp-1.6,"Transformers, Transformer, LSTM, GPT, LSTM(cj, LSTM(s1, GRU",,,,,,,0.5,,
Token Sequence Labeling vs. Clause Classification for {E}nglish Emotion Stimulus Detection,"Oberl{\""a}nder, Laura Ana Maria  and
Klinger, Roman",https://aclanthology.org/2020.starsem-1.7,"transformer, SVM, ensemble, LSTM, svms, RNN, LSTMs, Grus",,,,,,,,,
Challenges in Emotion Style Transfer: An Exploration with a Lexical Substitution Pipeline,"Helbig, David  and
Troiano, Enrica  and
Klinger, Roman",https://aclanthology.org/2020.socialnlp-1.6,"transformer, GPT, transformers, RNNs, BERT, bert.html",,,,,,,,,
Speech-Emotion Detection in an {I}ndonesian Movie,"Fahmi, Fahmi  and
Jiwanggi, Meganingrum Arista  and
Adriani, Mirna",https://aclanthology.org/2020.sltu-1.26,"KNN, SVM, LSTM, CNN, RNN, GRU",,,,,,,,,
{T}urkish Emotion Voice Database ({T}ur{EV}-{DB}),"Canpolat, Salih Firat  and
Ormano{\u{g}}lu, Zuhal  and
Zeyrek, Deniz",https://aclanthology.org/2020.sltu-1.52,"SVM, CNN",,0.46,0.11,0.31,,,,,
