Database,Category,Subcategory,Paper Title
google-scholar,emotion,papers,emotion dictionary learning with modality attentions for mixed emotion exploration
google-scholar,emotion,papers,dense graph convolutional with joint cross-attention network for multimodal emotion recognition
google-scholar,emotion,papers,survey on emotion recognition databases
google-scholar,emotion,papers,av-itn: a method of multimodal video emotional content analysis
google-scholar,emotion,papers,group emotion detection based on social robot perception
google-scholar,emotion,papers,analysis and recognition of textual emotion for twitter dataset using transfer learning
google-scholar,emotion,papers,emotion recognition with short-period physiological signals using bimodal sparse autoencoders.
google-scholar,emotion,papers,context-dependent domain adversarial neural network for multimodal emotion recognition.
google-scholar,emotion,papers,emotion recognition in valence-arousal space from multi-channel eeg data and wavelet based deep learning framework
google-scholar,emotion,papers,personalized emotion recognition by personality-aware high-order learning of physiological signals
google-scholar,emotion,papers,analysis and emotion recognition of educational network new media images based on deep learning.
google-scholar,emotion,papers,evaluation of large tweet dataset for emotion detection model: a comparative study between various ml and transformer
google-scholar,emotion,papers,vreed: virtual reality emotion recognition dataset using eye tracking & physiological measures
google-scholar,emotion,papers,emotion recognition based on photoplethysmogram and electroencephalogram
google-scholar,emotion,papers,multimodal emotion recognition using bi-lg-gcn for meld dataset
google-scholar,emotion,papers,a novel experiment setting for cross-subject emotion recognition
google-scholar,emotion,papers,a deep-learning model for subject-independent human emotion recognition using electrodermal activity sensors
google-scholar,emotion,papers,optimizing speech emotion recognition with deep learning and grey wolf optimization: a multi-dataset approach
google-scholar,emotion,papers,"biraffe2, a multimodal dataset for emotion-based personalization in rich affective game environments"
google-scholar,emotion,papers,human emotion classification using knn classifier and recurrent neural networks with seed dataset
google-scholar,emotion,papers,a multibias-mitigated and sentiment knowledge enriched transformer for debiasing in multimodal conversational emotion recognition
google-scholar,emotion,papers,eeg-based multimodal emotion recognition: a machine learning perspective
google-scholar,emotion,papers,"emotion analysis using audio/video, emg and eeg: a dataset and comparison study"
google-scholar,emotion,papers,weakly-supervised learning for fine-grained emotion recognition using physiological signals
google-scholar,emotion,papers,real-time multimodal emotion classification system in e-learning context
google-scholar,emotion,papers,a multimodal facial emotion recognition framework through the fusion of speech with visible and infrared images
google-scholar,emotion,papers,a survey on databases for multimodal emotion recognition and an introduction to the viri (visible and infrared image) database
google-scholar,emotion,papers,exploring hybrid multi-view multimodal for natural language emotion recognition using multi-source information learning model
google-scholar,emotion,papers,ramas: russian multimodal corpus of dyadic interaction for studying emotion recognition
google-scholar,emotion,papers,"a multimodal emotion recognition model integrating speech, video and mocap"
google-scholar,emotion,papers,multimodal emotion recognition using facial expression and other physiological condition
google-scholar,emotion,papers,deep learning approaches for effective human computer interaction: a comprehensive survey on single and multimodal emotion detection
google-scholar,emotion,papers,deep learning-based categorical and dimensional emotion recognition for written and spoken text
google-scholar,emotion,papers,emoset: a large-scale visual emotion dataset with rich attributes
google-scholar,emotion,papers,emotion classification using nature based optimization with transformers and transfer learning
google-scholar,emotion,papers,investigating patterns for self-induced emotion recognition from eeg signals
google-scholar,emotion,papers,a novel machine learning approach for classification of emotion and polarity in sentiment140 dataset
google-scholar,emotion,papers,pairwise emotional relationship recognition in drama videos: dataset and benchmark
google-scholar,emotion,papers,multimodal emotion recognition based on global information fusion in conversations
google-scholar,emotion,papers,"m3gat: a multi-modal, multi-task interactive graph attention network for conversational sentiment analysis and emotion recognition"
google-scholar,emotion,papers,classifying emotions and engagement in online learning based on a single facial expression recognition neural network
google-scholar,emotion,papers,fedcmd: a federated cross-modal knowledge distillation for drivers’ emotion recognition
google-scholar,emotion,papers,emotion classification and input encoding technique analysis using sfew dataset
google-scholar,emotion,papers,empirical evidence relating eeg signal duration to emotion classification performance
google-scholar,emotion,papers,recognising human emotions from body movement and gesture dynamics
google-scholar,emotion,papers,deep neural networks for acoustic emotion recognition: raising the benchmarks
google-scholar,emotion,papers,emotion recognition by textual tweets classification using voting classifier (lr-sgd)
google-scholar,emotion,papers,research advanced in multimodal emotion recognition based on deep learning
google-scholar,emotion,papers,emotion recognition on large video dataset based on convolutional feature extractor and recurrent neural network
google-scholar,emotion,papers,"identifying similarities and differences in emotion recognition with eeg and eye movements among chinese, german, and french people"
google-scholar,emotion,papers,online multi-hypergraph fusion learning for cross-subject emotion recognition
google-scholar,emotion,papers,automatic movie genre classification & emotion recognition via a biprojection multimodal transformer
google-scholar,emotion,papers,attention-based word-level contextual feature extraction and cross-modality fusion for sentiment analysis and emotion classification
google-scholar,emotion,papers,erit lightweight multimodal dataset for elderly emotion recognition and multimodal fusion evaluation
google-scholar,emotion,papers,sentiment analysis on'hellotalk'app reviews using nrc emotion lexicon and goemotions dataset
google-scholar,emotion,papers,"odyssey 2024-speech emotion recognition challenge: dataset, baseline framework, and results"
google-scholar,emotion,papers,evaluation of galvanic skin response (gsr) signals features for emotion recognition
google-scholar,emotion,papers,a review of multi-modal speech emotion recognition and various techniques used to solve emotion recognition on speech data
google-scholar,emotion,papers,adaptive multimodal emotion detection architecture for social robots
google-scholar,emotion,papers,emotion recognition from multimodal physiological signals for emotion aware healthcare systems
google-scholar,emotion,papers,human emotion recognition models using machine learning techniques
google-scholar,emotion,papers,a dataset of continuous affect annotations and physiological signals for emotion analysis
google-scholar,emotion,papers,human‐computer interaction with detection of speaker emotions using convolution neural networks
google-scholar,emotion,papers,using deep convolutional neural network for emotion detection on a physiological signals dataset (amigos)
google-scholar,emotion,papers,emotion classification with multi‐modal physiological signals using multi‐attention‐based neural network
google-scholar,emotion,papers,emopercept: eeg-based emotion classification through perceiver
google-scholar,emotion,papers,attx: attentive cross-connections for fusion of wearable signals in emotion recognition
google-scholar,emotion,papers,"human emotion: a survey focusing on languages, ontologies, datasets, and systems"
google-scholar,emotion,papers,mdpe: a multimodal deception dataset with personality and emotional characteristics
google-scholar,emotion,papers,analysis of eeg signals in the deap dataset for emotion recognition using deep learning algortihms
google-scholar,emotion,papers,spontaneous visual database for detecting learning-centered emotions during online learning
google-scholar,emotion,papers,"enhancing automatic emotion recognition for clinical applications: a multimodal, personalized approach and quantification of emotional reaction intensity with transformers"
google-scholar,emotion,papers,multi-label emotion detection via emotion-specified feature extraction and emotion correlation learning
google-scholar,emotion,papers,head fusion: improving the accuracy and robustness of speech emotion recognition on the iemocap and ravdess dataset
google-scholar,emotion,papers,emotion recognition with multimodal features and temporal models
google-scholar,emotion,papers,large language models on fine-grained emotion detection dataset with data augmentation and transfer learning
google-scholar,emotion,papers,emotion analysis using machine learning model and deep learning model on deap dataset
google-scholar,emotion,papers,elder emotion classification through multimodal fusion of intermediate layers and cross-modal transfer learning
google-scholar,emotion,papers,decoding emotions: integrating eeg signals and facial expressions for advanced multimodal emotion recognition
google-scholar,emotion,papers,"multi-modal emotion recognition by text, speech and video using pretrained transformers"
google-scholar,emotion,papers,ml-socmedemot: machine learning event-based social media emotion detection proactive framework addressing mental health: a novel twitter dataset and case study of covid-19
google-scholar,emotion,papers,icanet: a method of short video emotion recognition driven by multimodal data
google-scholar,emotion,papers,emotion recognition based on galvanic skin response and photoplethysmography signals using artificial intelligence algorithms
google-scholar,emotion,papers,a multimodal approach towards emotion recognition of music using audio and lyrical content
google-scholar,emotion,papers,emo2vec: learning generalized emotion representation by multi-task training
google-scholar,emotion,papers,lr-gcn: latent relation-aware graph convolutional network for conversational emotion recognition
google-scholar,emotion,papers,multimodal emotion recognition using data augmentation and fusion
google-scholar,emotion,papers,photogram classification-based emotion recognition
google-scholar,emotion,papers,mgeed: a multimodal genuine emotion and expression detection database
google-scholar,emotion,papers,datasets for automated affect and emotion recognition from cardiovascular signals using artificial intelligence—a systematic review
google-scholar,emotion,papers,single modality and joint fusion for emotion recognition on ravdess dataset
google-scholar,emotion,papers,using multi-inception cnn for face emotion recognition
google-scholar,emotion,papers,decnet: a non-contacting dual-modality emotion classification network for driver health monitoring
google-scholar,emotion,papers,a multi-modal approach for emotion recognition through the quadrants of valence–arousal plane
google-scholar,emotion,papers,emotion classification based on biophysical signals and machine learning techniques
google-scholar,emotion,papers,"emotion recognition in conversation: research challenges, datasets, and recent advances"
google-scholar,emotion,papers,self-supervised representation fusion for speech and wearable based emotion recognition.
google-scholar,emotion,papers,emotionmeter: a multimodal framework for recognizing human emotions
google-scholar,emotion,papers,emotion classification using 1d-cnn and rnn based on deap dataset
google-scholar,emotion,papers,lssed: a large-scale dataset and benchmark for speech emotion recognition
google-scholar,emotion,papers,emotion recognition in conversation based on a dynamic complementary graph convolutional network
google-scholar,emotion,papers,building a large scale dataset for image emotion recognition: the fine print and the benchmark
google-scholar,emotion,papers,multi-modal continuous dimensional emotion recognition using recurrent neural network and self-attention mechanism
google-scholar,emotion,papers,electrocardiogram-based emotion recognition systems and their applications in healthcare—a review
google-scholar,emotion,papers,a brief survey of machine learning methods for emotion prediction using physiological data
google-scholar,emotion,papers,emvas: end-to-end multimodal emotion visualization analysis system
google-scholar,emotion,papers,mdeaw: a multimodal dataset for emotion analysis through eda and ppg signals from wireless wearable low-cost off-the-shelf devices
google-scholar,emotion,papers,gce: an audio-visual dataset for group cohesion and emotion analysis
google-scholar,emotion,papers,emotion and intent joint understanding in multimodal conversation: a benchmarking dataset
google-scholar,emotion,papers,emotion-llama: multimodal emotion recognition and reasoning with instruction tuning
google-scholar,emotion,papers,sfew dataset based facial emotion classification using bidirectional neural network and convolutional neural network
google-scholar,emotion,papers,disentangled representation learning for multimodal emotion recognition
google-scholar,emotion,papers,cross-dataset facial expression recognition based on arousal-valence emotion model and transfer learning method
google-scholar,emotion,papers,multimodal physiological signals fusion for online emotion recognition
google-scholar,emotion,papers,emotion detection using noninvasive low cost sensors
google-scholar,emotion,papers,dgnn: dependency graph neural network for multimodal emotion recognition in conversation
google-scholar,emotion,papers,deep learning-based drivers emotion classification system in time series data for remote applications
google-scholar,emotion,papers,emotion recognition from physiological signals using continuous wavelet transform and deep learning
google-scholar,emotion,papers,text mining and emotion classification on monkeypox twitter dataset: a deep learning-natural language processing (nlp) approach
google-scholar,emotion,papers,speech emotion recognition using fully convolutional network and augmented ravdess dataset
google-scholar,emotion,papers,emotion recognition in adaptive virtual reality settings: challenges and opportunities.
google-scholar,emotion,papers,automated multimodal emotion recognition
google-scholar,emotion,papers,a dataset for emotion recognition using virtual reality and eeg (der-vreeg): emotional state classification using low-cost wearable vr-eeg headsets
google-scholar,emotion,papers,imigue: an identity-free video dataset for micro-gesture understanding and emotion analysis
google-scholar,emotion,papers,"faf: a novel multimodal emotion recognition approach integrating face, body and text"
google-scholar,emotion,papers,introducing a novel dataset for facial emotion recognition and demonstrating significant enhancements in deep learning performance through preprocessing techniques
google-scholar,emotion,papers,wavelet elm-ae based data augmentation and deep learning for efficient emotion recognition using eeg recordings
google-scholar,emotion,papers,eeg-based emotion recognition in an immersive virtual reality environment: from local activity to brain network features
google-scholar,emotion,papers,a new deep convolutional neural network incorporating attentional mechanisms for ecg emotion recognition
google-scholar,emotion,papers,xed: a multilingual dataset for sentiment analysis and emotion detection
google-scholar,emotion,papers,"impact of multiple modalities on emotion recognition: investigation into 3d facial landmarks, action units, and physiological data"
google-scholar,emotion,papers,a review of advancements in driver emotion detection: deep learning approaches and dataset analysis
google-scholar,emotion,papers,multimodal cross-and self-attention network for speech emotion recognition
google-scholar,emotion,papers,eeg-based emotion recognition using an end-to-end regional-asymmetric convolutional neural network
google-scholar,emotion,papers,minds: a multi-label emotion and sentiment classification dataset related to covid-19.
google-scholar,emotion,papers,m2fnet: multi-modal fusion network for emotion recognition in conversation
google-scholar,emotion,papers,a hybrid deep learning neural approach for emotion recognition from facial expressions for socially assistive robots
google-scholar,emotion,papers,eeg-based emotion recognition with deep convolutional neural networks
google-scholar,emotion,papers,contextual time-continuous emotion recognition based on multimodal data
google-scholar,emotion,papers,a review of emotion recognition based on eeg using deap dataset
google-scholar,emotion,papers,residual-based graph convolutional network for emotion recognition in conversation for smart internet of things
google-scholar,emotion,papers,emotion classification of restaurant and laptop review dataset: semeval 2014 task 4
google-scholar,emotion,papers,multimodal fusion via hypergraph autoencoder and contrastive learning for emotion recognition in conversation
google-scholar,emotion,papers,wemac: women and emotion multi-modal affective computing dataset
google-scholar,emotion,papers,group emotion recognition in the wild by combining deep neural networks for facial expression classification and scene-context analysis
google-scholar,emotion,papers,"enhancing emotion recognition in incomplete data: a novel cross-modal alignment, reconstruction, and refinement framework"
google-scholar,emotion,machine_learning,empirical evidence relating eeg signal duration to emotion classification performance
google-scholar,emotion,machine_learning,emotion recognition using eeg signals: accuracy comparison between methods and frequency bands
google-scholar,emotion,machine_learning,introducing a novel dataset for facial emotion recognition and demonstrating significant enhancements in deep learning performance through preprocessing techniques
google-scholar,emotion,machine_learning,head fusion: improving the accuracy and robustness of speech emotion recognition on the iemocap and ravdess dataset
google-scholar,emotion,dataset,"k-emophone: a mobile and wearable dataset with in-situ emotion, stress, and attention labels"
google-scholar,emotion,dataset,unic: a dataset for emotion analysis of videos with multimodal and unimodal labels
google-scholar,emotion,dataset,minds: a multi-label emotion and sentiment classification dataset related to covid-19.
google-scholar,empathy,papers,empathic: emulating human-like multimodal personality architecture through thoughtful human-ai conversation
google-scholar,empathy,papers,medic: a multimodal empathy dataset in counseling
google-scholar,empathy,papers,empathicstories++: a multimodal dataset for empathy towards personal experiences
google-scholar,emotion_and_empathy,papers,prediction of emotional empathy in intelligent agents to facilitate precise social interaction
proquest,emotion,papers,a method of multimodal emotion recognition in video learning based on knowledge enhancement.
proquest,emotion,papers,altering emotions near the hand: approach–avoidance swipe interactions modulate the perceived valence of emotional pictures.
proquest,emotion,papers,umeme: university of michigan emotional
proquest,emotion,papers,"covid-19 twitter dataset with latent topics, sentiments and emotions attributes"
proquest,emotion,papers,[retracted] analyzing the role of emotional intelligence on the performance of small and medium enterprises (smes) using ai‐based convolutional neural networks (cnns)
proquest,emotion,papers,"affective human-machine interfaces: towards multi-lingual, environment-robust emotion detection from speech"
proquest,emotion,papers,evaluating significant features in context‐aware multimodal emotion recognition with xai methods
proquest,emotion,papers,emotions in spoken language-do we need acoustics?
proquest,emotion,papers,reliability generalization of tasks and recommendations for assessing the ability to perceive facial expressions of emotion.
proquest,emotion,papers,multimodal emotion recognition by extracting common and modality-specific information
acl,emotion,papers,ntuer at {s}em{e}val-2019 task 3: emotion classification with word and sentence representations in {rcnn}
acl,emotion,papers,language models (mostly) do not consider emotion triggers when predicting emotion
acl,emotion,papers,{uwb} at {s}em{e}val-2018 task 1: emotion intensity detection in tweets
acl,emotion,papers,teaching interactively to learn emotions in natural language
acl,emotion,papers,selective co-occurrences for word-emotion association
acl,emotion,papers,{idem}: the {id}ioms with {em}otions dataset for emotion recognition
acl,emotion,papers,{ynu}-{hpcc} at {wassa} 2023: using text-mixed data augmentation for emotion classification on code-mixed text message
acl,emotion,papers,a text-driven rule-based system for emotion cause detection
acl,emotion,papers,pre-trained speech processing models contain human-like biases that propagate to speech emotion recognition
acl,emotion,papers,a multilingual natural stress emotion database
acl,emotion,papers,{ug}18 at {s}em{e}val-2018 task 1: generating additional training data for predicting emotion intensity in {s}panish
acl,emotion,papers,emotional {r}ob{bert} and insensitive {bert}je: combining transformers and affect lexica for {d}utch emotion detection
acl,emotion,papers,{e}mpa{t}weet: annotating and detecting emotions on {t}witter
acl,emotion,papers,predicting student emotions in computer-human tutoring dialogues
acl,emotion,papers,"offensiveness, hate, emotion and {gpt}: benchmarking {gpt}3.5 and {gpt}4 as classifiers on {t}witter-specific datasets"
acl,emotion,papers,improving contrastive learning in emotion recognition in conversation via data augmentation and decoupled neutral emotion
acl,emotion,papers,{ksu} at {s}em{e}val-2019 task 3: hybrid features for emotion recognition in textual conversation
acl,emotion,papers,{ua}-{zbsa}: a headline emotion classification through web information
acl,emotion,papers,{g}o{e}motions: a dataset of fine-grained emotions
acl,emotion,papers,team phoenix at {wassa} 2021: emotion analysis on news stories with pre-trained language models
acl,emotion,papers,{e}mo{e}vent: a multilingual emotion corpus based on different events
acl,emotion,papers,creation of corpus and analysis in code-mixed {k}annada-{e}nglish {t}witter data for emotion prediction
acl,emotion,papers,{t}el{me}: teacher-leading multimodal fusion network for emotion recognition in conversation
acl,emotion,papers,"{g}ood{n}ews{e}veryone: a corpus of news headlines annotated with emotions, semantic roles, and reader perception"
acl,emotion,papers,{p}et{k}az at {s}em{e}val-2024 task 3: advancing emotion classification with an {llm} for emotion-cause pair extraction in conversations
acl,emotion,papers,"baseline {e}nglish and {m}altese-{e}nglish classification models for subjectivity detection, sentiment analysis, emotion analysis, sarcasm detection, and irony detection"
acl,emotion,papers,analysing emotions in cancer narratives: a corpus-driven approach
acl,emotion,papers,prevalent frequency of emotional and physical symptoms in social anxiety using zero shot classification: an observational study
acl,emotion,papers,emotional toll and coping strategies: navigating the effects of annotating hate speech data
acl,emotion,papers,the paradox of multilingual emotion detection
acl,emotion,papers,automatic annotation of word emotion in sentences based on {r}en-{cec}ps
acl,emotion,papers,{meld}: a multimodal multi-party dataset for emotion recognition in conversations
acl,emotion,papers,an emotion-based {k}orean multimodal empathetic dialogue system
acl,emotion,papers,{mucs}@{d}ravidian{l}ang{t}ech@{acl}2022: ensemble of logistic regression penalties to identify emotions in {t}amil text
acl,emotion,papers,{e}mo{t}rans: emotional transition-based model for emotion recognition in conversation
acl,emotion,papers,an iterative emotion interaction network for emotion recognition in conversations
acl,emotion,papers,towards emotion recognition in {h}indi-{e}nglish code-mixed data: a transformer based approach
acl,emotion,papers,linguistic template extraction for recognizing reader-emotion and emotional resonance writing assistance
acl,emotion,papers,efficient nearest neighbor emotion classification with {bert}-whitening
acl,emotion,papers,adapting emotion detection to analyze influence campaigns on social media
acl,emotion,papers,estimating the emotion of disgust in {g}reek parliament records
acl,emotion,papers,m{\'e}ta-apprentissage : classification de messages en cat{\'e}gories {\'e}motionnelles inconnues en entra{\^\i}nement (meta-learning : classifying messages into unseen emotional categories)
acl,emotion,papers,{ana} at {s}em{e}val-2019 task 3: contextual emotion detection in conversations through hierarchical {lstm}s and {bert}
acl,emotion,papers,fine-grained emotion detection in health-related online posts
acl,emotion,papers,e{mlm}: a new pre-training objective for emotion related tasks
acl,emotion,papers,a bilingual attention network for code-switched emotion prediction
acl,emotion,papers,{cx}-{st}-{rnm} at {s}em{e}val-2019 task 3: fusion of recurrent neural networks based on contextualized and static word representations for contextual emotion detection
acl,emotion,papers,empathetic dialogue generation via sensitive emotion recognition and sensible knowledge selection
acl,emotion,papers,{thu}-{hcsi} at {s}em{e}val-2019 task 3: hierarchical ensemble classification of contextual emotion in conversation
acl,emotion,papers,{mpdd}: a multi-party dialogue dataset for analysis of emotions and interpersonal relationships
acl,emotion,papers,annotating errors and emotions in human-chatbot interactions in {i}talian
acl,emotion,papers,{e}mo{nlp} at {iest} 2018: an ensemble of deep learning models and gradient boosting regression tree for implicit emotion prediction in tweets
acl,emotion,papers,{asr}-based features for emotion recognition: a transfer learning approach
acl,emotion,papers,以部落格文本進行情緒分類之研究 (a study of emotion classification using blog articles) [in {c}hinese]
acl,emotion,papers,annotating emotions in acquired brain injury patients{'} narratives
acl,emotion,papers,{u}ni{mse}: towards unified multimodal sentiment analysis and emotion recognition
acl,emotion,papers,the (un)predictability of emotional hashtags in {t}witter
acl,emotion,papers,convolutional and recurrent neural networks for spoken emotion recognition
acl,emotion,papers,transition-based directed graph construction for emotion-cause pair extraction
acl,emotion,papers,{jeam}: a novel model for cross-domain sentiment classification based on emotion analysis
acl,emotion,papers,what to fuse and how to fuse: exploring emotion and personality fusion strategies for explainable mental disorder detection
acl,emotion,papers,a hierarchical approach with feature selection for emotion recognition from speech
acl,emotion,papers,{escp}: enhancing emotion recognition in conversation with speech and contextual prefixes
acl,emotion,papers,{o}ptimize{\_}{p}rime@{d}ravidian{l}ang{t}ech-{acl}2022: emotion analysis in {t}amil
acl,emotion,papers,{ynu}-{hpcc} at {s}em{e}val-2022 task 5: multi-modal and multi-label emotion classification based on {lxmert}
acl,emotion,papers,speech emotion recognition with {tgi}+.2 classifier
acl,emotion,papers,hidetsune at {s}em{e}val-2024 task 10: an {e}nglish based approach to emotion recognition in {h}indi-{e}nglish code-mixed conversations using machine learning and machine translation
acl,emotion,papers,{e}mo{c}aps: emotion capsule based model for conversational emotion recognition
acl,emotion,papers,"ice and fire: dataset on sentiment, emotions, toxicity, sarcasm, hate speech, sympathy and more in {i}celandic blog comments"
acl,emotion,papers,sentylic at {iest} 2018: gated recurrent neural network and capsule network based approach for implicit emotion detection
acl,emotion,papers,where are we in event-centric emotion analysis? bridging emotion role labeling and appraisal-based approaches
acl,emotion,papers,{wrime}: a new dataset for emotional intensity estimation with subjective and objective annotations
acl,emotion,papers,an emotional comfort framework for improving user satisfaction in {e}-commerce customer service chatbots
acl,emotion,papers,evaluating subjective cognitive appraisals of emotions from large language models
acl,emotion,papers,"{sm}-{feel}-{bg} - the first {b}ulgarian datasets and classifiers for detecting feelings, emotions, and sentiments of {b}ulgarian social media text"
acl,emotion,papers,measuring {emotions} in the {covid}-19 {real} {world} {worry} {dataset}
acl,emotion,papers,{e}mo{a}tt at {e}mo{i}nt-2017: inner attention sentence embedding for emotion intensity
acl,emotion,papers,a novel trajectory-based spatial-temporal spectral features for speech emotion recognition
acl,emotion,papers,a dataset for speech emotion recognition in {g}reek theatrical plays
acl,emotion,papers,detecting depression in social media using fine-grained emotions
acl,emotion,papers,{thu}{\_}{ngn} at {s}em{e}val-2019 task 3: dialog emotion classification using attentional {lstm}-{cnn}
acl,emotion,papers,modulated fusion using transformer for linguistic-acoustic emotion recognition
acl,emotion,papers,from multilingual complexity to emotional clarity: leveraging commonsense to unveil emotions in code-mixed dialogues
acl,emotion,papers,{pln}-{pucrs} at {e}mo{i}nt-2017: psycholinguistic features for emotion intensity prediction in tweets
acl,emotion,papers,event based emotion classification for news articles
acl,emotion,papers,基于关系图注意力网络和宽度学习的负面情绪识别方法(negative emotion recognition method based on rational graph attention network and broad learning)
acl,emotion,papers,{s}pan{e}mo: casting multi-label emotion classification as span-prediction
acl,emotion,papers,relation-aware graph attention networks with relational position encodings for emotion recognition in conversations
acl,emotion,papers,context or knowledge is not always necessary: a contrastive learning framework for emotion recognition in conversations
acl,emotion,papers,knowledge-enriched transformer for emotion detection in textual conversations
acl,emotion,papers,amplifying a sense of emotion toward drama-long short-term memory recurrent neural network for dynamic emotion recognition
acl,emotion,papers,emotion analysis of tweets banning education in {a}fghanistan
acl,emotion,papers,{mmgcn}: multimodal fusion via deep graph convolution network for emotion recognition in conversation
acl,emotion,papers,{l}ast{r}esort at {s}em{e}val-2024 task 3: exploring multimodal emotion cause pair extraction as sequence labelling task
acl,emotion,papers,emotion intensities in tweets
acl,emotion,papers,{e}motion{x}-area66: predicting emotions in dialogues using hierarchical attention network with sequence labeling
acl,emotion,papers,{aima} at {s}em{e}val-2024 task 3: simple yet powerful emotion cause pair analysis
acl,emotion,papers,{nlp} at {iest} 2018: {b}i{lstm}-attention and {lstm}-attention via soft voting in emotion classification
acl,emotion,papers,{be}mo{l}ex{bert}: a hybrid model for multilabel textual emotion classification in {b}angla by combining transformers with lexicon features
acl,emotion,papers,{f}olksonomication: predicting tags for movies from plot synopses using emotion flow encoded neural network
acl,emotion,papers,{m}emo{sys} at {s}em{e}val-2020 task 8: multimodal emotion analysis in memes
acl,emotion,papers,enhancing cognitive models of emotions with representation learning
acl,emotion,papers,an empirical study on multiple knowledge from {c}hat{gpt} for emotion recognition in conversations
acl,emotion,papers,{d}ialogue{gcn}: a graph convolutional neural network for emotion recognition in conversation
acl,emotion,papers,exploring fine-tuned embeddings that model intensifiers for emotion analysis
acl,emotion,papers,{iasbs} at {s}em{e}val-2024 task 10: delving into emotion discovery and reasoning in code-mixed conversations
acl,emotion,papers,emotion classification on code-mixed text messages via soft prompt tuning
acl,emotion,papers,real-time speech emotion and sentiment recognition for interactive dialogue systems
acl,emotion,papers,{t}eam{cen} at {s}em{e}val-2018 task 1: global vectors representation in emotion detection
acl,emotion,papers,{nuig} at {e}mo{i}nt-2017: {b}i{lstm} and {svr} ensemble to detect emotion intensity
acl,emotion,papers,static and dynamic speaker modeling based on graph neural network for emotion recognition in conversation
acl,emotion,papers,{uwb} at {iest} 2018: emotion prediction in tweets with bidirectional long short-term memory neural network
acl,emotion,papers,{nl}-{fiit} at {iest}-2018: emotion recognition utilizing neural networks and multi-level preprocessing
acl,emotion,papers,{qap}: a quantum-inspired adaptive-priority-learning model for multimodal emotion recognition
acl,emotion,papers,{humir} at {iest}-2018: lexicon-sensitive and left-right context-sensitive {b}i{lstm} for implicit emotion recognition
acl,emotion,papers,{b}rain{t} at {iest} 2018: fine-tuning multiclass perceptron for implicit emotion classification
acl,emotion,papers,emotional recognition using a compensation transformation in speech signal
acl,emotion,papers,{uir}-{isc} at {s}em{e}val-2024 task 3: textual emotion-cause pair extraction in conversations
acl,emotion,papers,segment-based fine-grained emotion detection for {c}hinese text
acl,emotion,papers,improving the generalizability of text-based emotion detection by leveraging transformers with psycholinguistic features
acl,emotion,papers,hidetsune at {s}em{e}val-2024 task 3: a simple textual approach to emotion classification and emotion cause analysis in conversations using machine learning and next sentence prediction
acl,emotion,papers,distributed representations of emotion categories in emotion space
acl,emotion,papers,conversational memory network for emotion recognition in dyadic dialogue videos
acl,emotion,papers,transformer-based prediction of emotional reactions to online social network posts
acl,emotion,papers,an exploration of features for recognizing word emotion
acl,emotion,papers,an emotion-enriched and psycholinguistics features-based approach for rumor detection on online social media
acl,emotion,papers,beyond linguistic cues: fine-grained conversational emotion recognition via belief-desire modelling
acl,emotion,papers,emotion-guided cross-domain fake news detection using adversarial domain adaptation
acl,emotion,papers,emotion detection in email customer care
acl,emotion,papers,"{z}ara: a virtual interactive dialogue system incorporating emotion, sentiment and personality recognition"
acl,emotion,papers,multi-task learning for multi-modal emotion recognition and sentiment analysis
acl,emotion,papers,speech-emotion detection in an {i}ndonesian movie
acl,emotion,papers,an interpretable neural network with topical information for relevant emotion ranking
acl,emotion,papers,emotion analysis and detection during {covid}-19
acl,emotion,papers,estimating the uncertainty in emotion attributes using deep evidential regression
acl,emotion,papers,{iiit}-{h} {temd} semi-natural emotional speech database from professional actors and non-actors
acl,emotion,papers,hitachi at {s}em{e}val-2020 task 8: simple but effective modality ensemble for meme emotion recognition
acl,emotion,papers,{m}ulti{emo}: an attention-based correlation-aware multimodal fusion framework for emotion recognition in conversations
acl,emotion,papers,"public apologies in {i}ndia - semantics, sentiment and emotion"
acl,emotion,papers,speech emotion recognition based on {cnn}+{lstm} model
acl,emotion,papers,exploring reliability of gold labels for emotion detection in {t}witter
acl,emotion,papers,multi-modal emotion recognition from speech and text
acl,emotion,papers,reusing neural speech representations for auditory emotion recognition
acl,emotion,papers,emotion cause events: corpus construction and analysis
acl,emotion,papers,{cl}a{c} lab at {s}em{e}val-2019 task 3: contextual emotion detection using a combination of neural networks and {svm}
acl,emotion,papers,emotion recognition based on psychological components in guided narratives for emotion regulation
acl,emotion,papers,contextual augmentation of pretrained language models for emotion recognition in conversations
acl,emotion,papers,{d}ual{gat}s: dual graph attention networks for emotion recognition in conversations
acl,emotion,papers,{e}mo{m}ix-3{l}: a code-mixed dataset for {b}angla-{e}nglish-{h}indi for emotion detection
acl,emotion,papers,mining sentiment words from microblogs for predicting writer-reader emotion transition
acl,emotion,papers,conversational emotion-cause pair extraction with guided mixture of experts
acl,emotion,papers,systematic evaluation of a framework for unsupervised emotion recognition for narrative text
acl,emotion,papers,recognizing emotions in video using multimodal {dnn} feature fusion
acl,emotion,papers,fine-grained emotion recognition in olympic tweets based on human computation
acl,emotion,papers,few-shot emotion recognition in conversation with sequential prototypical networks
acl,emotion,papers,{e}mo{i}n{h}indi: a multi-label emotion and intensity annotated dataset in {h}indi for emotion recognition in dialogues
acl,emotion,papers,{relate}: generating a linguistically inspired knowledge graph for fine-grained emotion classification
